app_number,company_id,description,is_published_case_study
124,9308,"The accounting practice introduced our London team as people they trusted to provide professional advice at a more cost-effective level than they could do themselves and where the personal relationships would be essential to the success of the project. We were able to work with them to facilitate opening a UK bank account providing an interim banking solution ourselves until it was fully operational. After registering a UK branch and operating a payroll for six months, the decision was made to commit to the UK market and move to a full UK subsidiary. We were engaged to transition the branch operation to the UK limited company, to continue to operate the now expanding payroll, and to take on the financial outsourcing, VAT and accounting work. The UK is still a comparatively small part of their worldwide operations though numbers have increased ten-fold here, but this means they rely on ZEDRA as their outsourced finance and HR function.",TRUE
124,9308,"The UK subsidiary was to be their first overseas expansion and a stepping stone to accessing markets across Europe and beyond. We’re always happy to attend initial meetings and calls without charge to see if we’re in a position to offer assistance and this was no exception, coordinating with our US and London offices. In this particular case, a London based law firm were engaged to incorporate three UK limited companies, while we assisted with their payroll requirements (including HR, benefits and pension), financial outsourcing, banking, VAT and corporation tax, and ultimately accounts preparation and audit work. Four years on, they are still an active full-service client, now with 25 UK based employees. ZEDRA is currently involved in helping them to employ people in 13 more countries and we have also taken over company secretarial support for the UK entities.",TRUE
33,9310,"Global Business Mobility - UK Expansion Worker Visa Application: Our client’s goal was to establish a wholly-owned subsidiary of his well-established overseas eco-friendly rug company. He wished to come to the UK in the role of CEO and to bring four additional workers with him to further the business’ interests in expanding into the UK market. We advised him of the various business options, discussing the pros and cons of each. We advised that the UK Expansion Worker route was most suitable for his circumstances, particularly as he had no business associates in the UK that could hold the key personnel roles. We assisted him to apply for the UK Expansion Worker sponsor licence, which is a document-heavy application, streamlining the process for the client where possible. We explained to the Home Office the business plans in detail, highlighting key areas of growth, and why it was essential that he could come to the UK to make the business a success here, as he had done overseas. The application was successful and our client was able to come to the UK and make his business plan a reality.",TRUE
33,9310,"Self-Sponsorship Skilled Worker Visa Application: Our client wished to come to the UK to establish a new company to service UK clients whom he was servicing from overseas, using his overseas business. Given the time-difference, and the hands-on nature of the work, it was essential for his UK clients that he be based in the UK. He could not be sponsored by his clients, as he would be working on numerous projects simultaneously. We advised that the best option, given that the company would be newly-incorporated and not a branch / subsidiary of his overseas business, was the Skilled Worker route by virtue of ‘self-sponsorship’. This option enabled him to be employed by his own company in which he could be the majority shareholder. We supported him and his British business associate, who became a Director of the company and was able to undertake the key personnel roles, to develop human resources packages to enable the company to comply with its sponsor duties. We explained to the Home Office why his presence in the UK was imperative for the success of the business, and provided evidence of the proposed contracts with the UK company and its clients. The application was granted and our client was able to come to the UK and service his UK clients.",TRUE
71,9314,"Clients’ Goal The client is a specialist architecture business based in Dubai and saw multiple strategic advantages to establishing a presence in the UK. They felt that the UK provided opportunities for the specialist building projects they were looking for. They also identified that the UK would help them access quality talent as well as retain existing talent by giving them opportunities to work in the UK. How your organisation engaged with the overseas business The organisation found us by searching the internet and approached us based on what they read online. We discussed their future plans and ambitions in order to understand the best structure for their UK presence. They were clear that they wanted a separate legal entity and that the concept of an LLP was not one they were familiar with. We agreed that the ideal set up for them would be a limited company. We managed the formation of the company, the Memorandum of Association and all relevant registrations. We also facilitated the process of setting up their banking facilities. We also guided the new company through the process of finding the talent they were after. We were able to make introductions to specialist architecture recruitment agencies through our network. Our HR consultancy then supported them in the creation of employment contracts and an Employee handbook. The individual director who set up the UK company also required considerable personal tax planning and guidance on the wealth he could bring to the UK to fund the subsidiary. We have continued to support them since they set up in the UK and provide consultancy advice on one off issues such as HR matters. The outcome The UK subsidiary has a payroll of talent, an established database and an exciting pipeline. They continue to feel confident about the opportunities the UK market holds for them.",FALSE
71,9314,"Clients’ Goal Having started a life sciences business providing biomarker services in the pharmaceutical industry in South Africa, the client was keen to expand into Europe and wanted a UK base to do that. How your organisation engaged with the overseas business The opportunity came to us via our international network. We spent time understanding the client’s future ambitions for the business and talking through what would be the most appropriate structure for the UK entity. We also liaised with the advisers in South Africa to devise the most tax efficient structure for the global organisation, particularly regarding the management charges. Having proposed the ideal structure we project managed the whole of the formation of the UK entity as well as registering it with HMRC for tax and VAT. As the UK presence grew, we also took on the role of managing their payroll. We have retained the UK organisation as a client ever since, producing the annual accounts as well as doing their VAT returns and running the payroll function. We also advise on their global structure such as incorporating a German company and the best legal entity there for them, a new parent company. They have also sought our advice on VAT issues regarding where work is undertaken across the international organisation. We also work with them on their research and development work and the relevant tax relief available. The outcome Since establishing its UK base, the business has grown to become a global leader in its field.",FALSE
75,9328,"Altios helped a Software company's international expansion, the objectives were to understand the potential of the UK market, identify the needs of its key clients and the networks of distribution. Altios helped to define to setup a market entry strategy.",FALSE
75,9328,"Altios helped a veranda and garden furniture manufacturer to succeed their UK expansion through an M&A. After successfull acquisitions in Europe, the company mandated Altios to identify targets in the UK following the company's criterias. Altios screened about 30 targets and shortlisted about 10 of them. Two targets gave their approval to initiate a negotation process.",FALSE
135,9330,"Goal: Having already exported into the UK for a number of years, Jack’s Creek was keen to expand its UK presence following the introduction of the Australia-UK Free Trade Agreement. Their plans included hiring a local team in the UK to establish the UK office and develop sales channels both in the UK and Europe.  How we engaged with the business: Blick Rothenberg has experience with similar international clients and has been able to assist Jack’s Creek in establishing the UK subsidiary, handle the initial registrations with HMRC including payroll and VAT, and take on day-to-day operational functions such as book-keeping, expense payments, managing supplier payments, etc. Blick Rothenberg were able to offer the use of their client account for Jack’s Creek which was a great help while Jack’s Creek opened its own bank account. They also made introductions to trusted advisors who could assist with non-tax matters. The outcome: Patrick Warmoll (CEO, Jack’s Creek) explains: “Blick Rothenberg has been an integral part of the establishment of Jack’s Creek UK over the past few months.” “The Blick Rothenberg team have made themselves available as we have navigated the distinct requirements and regulations in place in the UK, from incorporation of our company, registration with HMRC and set-up of payroll structures, to ongoing accounting and compliance support. We have particularly appreciated the flexibility of the team in accommodating the significant time difference between London and our head office in Australia.”",TRUE
135,9330,"Goal: Kargo has offices around the US and wanted to expand to the UK with people on the ground to take its rapid US growth global and sell mobile advertising solutions directly to UK and European clients. How we engaged with the business: Blick Rothenberg advised on Kargo’s international structure, IP location and UK trading model. We also advised on transfer pricing, Patent Box, payroll and VAT registrations. On an on-going basis we provide management accounting support, payroll and VAT compliance, and year-end audit and corporate tax compliance services. Blick Rothenberg regularly meets with Kargo in the US to keep abreast of developments within the business and advise on tax and accounting matters as they arise, such as planning for new territories and further global expansion. The outcome: Blick Rothenberg helped Kargo to implement a trading model and structure that works commercially, as well as from an international tax perspective. This enabled management to focus on further development of IP and the brand, to avoid unnecessary costs, and to grow revenues internationally.",TRUE
137,9339,"In late-2021 RSM were introduced to a Minnesota, USA headquartered, vegan food company to support with the setup of their 100% owned UK subsidiary, as well as support with ongoing compliance areas. The company were already making royalty sales for their products in the UK, and were looking to expand these operations, as well as sell into the EU and APAC. They had specific queries around VAT and Customs Duty, in relation to the movement of goods into and between the UK and EU. They also wanted to hire 4 UK employees initially in their Sales and Operations teams.  The RSM team in the UK provided Company Secretarial, HR advisory, Payroll, Outsourced Bookkeeping, Accounting, Corporate Tax, Employment Tax and VAT services to the UK subsidiary. All these services were delivered by our local team in the UK, who were working directly with the client’s VP of Finance and Financial Controller, based in the US.  The client is now successfully trading in the UK and EU, with the continued support of RSM in the UK, as well as in the US and EU. RSM has supported their US finance team heavily over the past 2 years to ensure the accounting is recorded correctly, which has been hugely valued by the client. The overall relationship with RSM is headed up by our industry Head of Food & Drink, which enables us to add strategic value to the client.",FALSE
137,9339,"In mid-2021 RSM hosted a virtual event on international expansion, which was attended by the Financial Controller of a NASDAQ listed, California, USA headquartered beauty company in order to support with the setup of their 100% owned subsidiaries in the UK and Netherlands.  The company had already obtained approval to sell their products in the UK and EU. They wanted to hire employees in the UK and had already spoken with an Employer of Record to support them in the UK. After speaking with RSM they progressed with their own entity setup in the UK, and hired the UK employees directly on their own payroll. They now have 10 direct employees in the UK.  RSM UK supported them with Company Secretarial, HR advisory, HR software, Payroll, Outsourced Bookkeeping, Accounting, Corporate Tax, Employment Tax and VAT services to the UK subsidiary.  The client is now successfully trading in the UK and EU, with the continued support of RSM in the UK, as well as in the US and EU.",FALSE
141,9359,Northeastern University: I was asked by London & Par,FALSE
141,9359,"Oatly: Swedish food company that produce alternatives to dairy products from oats, including oat milk. We started working with Oatly when planning their UK expansion in Peterborough. The introduction was co-facilitated with a third-party management company and the local business growth service’s inward investment team. The company stated that they had a range of people-related challenges. Initially we supported Oatly to configure a training matrix for their soon to be employed management team to support the recruitment and skill requirements of future employees. Many training needs were identified including technical, soft skills and mandatory training. Additionally, some Oatly specific needs were captured ensuring consistency with their Swedish locations (eg. use of specific machinery). A bespoke Training Needs Analysis was created and populated. We worked closely to determine how many people in each role needed to go through each training intervention and explored the range of training providers in the region with associated costs. Introductions to providers were made and costs were drawn up. Oatly received a clear guide to what training they needed, what type of staff they wanted to recruit, and the training they would need to provide their future team. Once the management and HR team were in place, they looked at launching a recruitment campaign. Introductions were made to various job centres and other stakeholders across the region, along with local schemes (such as individual transport provision) to support with this.",FALSE
116,9368,"We represented a American Venture Capitalist company, with speciality in biotechnology ventures, with an asset value of around 9 Billion USD. They contacted us requesting options to expand to the UK market, with plans to engage/invest with the 31% market share the UK has of Europe’s Biotech companies. The company instructed Reiss Edwards to assist via the Global Business Mobility route under the Expansion Worker sub category. The application was granted under the new rules and the company is now taking steps to set up a subsidiary branch in the UK. Following submission of the application, the Home Office indicated they may refuse the application. In 2020, the company had rebranded and split into parts for legitimate tax reasons. The decision maker understood this to mean that they did not meet the requirement of having operating overseas for at least 3 years. We were given 10 days to respond or withdraw and apply at a later date. Following further engagement with the client, we decided to challenge this and provided supplementary documents to address why the company structure had changed and that stakeholders remained the same. This was tied together with a detailed letter of representations and rendered a successful outcome. Without the legal representations of Reiss Edwards, this application would have been refused. We were able to explain why, for legitimate tax reasons, our client had made the correct business decision and that this process did not change 35 years of operations.",TRUE
116,9368,"The company is a China based wind power manufacturer and constructs power grids and manufactures diodes. The goal was to have a UK subsidiary to facilitate additional sales to the global warming conscious UK market, primarily (but not exclusively) targeting businesses with the intention and aspirations of achieving carbon neutrality. They initially enquired about the Tier 1 Entrepreneur visa route, which had closed. We explained the Representative of an Overseas Business as an alternative to achieving the same access to the UK market. The senior member of staff intending to manage the UK subsidiary had excellent spoken English, but limited written skills. The Overseas business route had a lower English language requirement then its Tier 1 predecessor. This allowed a timelier application avoiding the need to prepare for a written English test. As the company planned to hire staff immediately on entry, his limed written English would not slow down growth plans. We reviewed the business plan they had on file and identified key areas to amend including clarity on how it would meet UK manufacturing regulations and safety test measures. We provided a trusted business plan author for our client to work with, which simplified the research process, whilst also allowing us to tie the immigration rules into the plan. The application was granted and the company has since entered the UK bringing to the UK products that will help achieve a better longstanding carbon footprint.",TRUE
89,9371,"The Client A NASDAQ listed pharmaceutical company. Goal To set up the staffing establishment of its first overseas subsidiary in the U.K. and operation of its global mobility programme. How we engaged We obtained a sponsorship license for the newly established English subsidiary company before securing a visa for the first U.S. executive to come to England on a sole representative visa.  We advised on all aspects of the client’s global mobility policy from cost of living and expatriate allowances to offering practical help such as organising “look see “ familiarisation visits to the UK for U.S. executives and their families to finding them suitable accommodation as well as schooling for their children to organising the international freight of their goods. We advised on the tax ad social security aspects of the assignments and organised home and host country tax briefings in the US (with one of our established Correspondent Firms) and England (Abbiss Cadres) and dealt with all compliance issues and filings in both jurisdictions on an ongoing basis. We dealt with the tax registrations for the new English entity, established and operated its payroll, organised local benefits provision, advised on and implemented pensions auto- enrolment, salary sacrifice arrangements, and the company’s US stock option, restricted stock and all employee stock purchase plan advising on all aspects including tax, social security (including the complex cross border apportionment of chargeable income under such stock plans for tax purposes), financial services regulation, pensions law, and data protection. On this occasion we worked with the company’s US counsel on employment law issues as they introduced the client to us to provide the services listed above to supplement their employment law expertise. Outcome The client’s UK establishment is a success. The client has now engaged us to help them with establishing its European and Canadian operations coordinating advice and services from our established international Alliance which we co-founded and which we run, CELIA Alliance https://www.celiaalliance.com/ .",TRUE
89,9371,"The Client An ambitious fast growing venture capital backed U.S. tech company operating an innovative and successful web-based platform. In the U.S A. the client had 100+ employees Goal To establish a UK entity from scratch as the first step to entering the European market. How we engaged The first phase meant taking the client through all the necessary steps to establish their UK base. This involved advising on how best to set up in the UK taking into account planned activities and associated corporate tax issues. After incorporating Glassdoor’s first international subsidiary we also completed the necessary registrations in relation to their registered office, payroll, tax and company filings. We continue to provide registered office services. Once established, the client worked with Abbiss Cadres to handle all the employment and immigration issues associated with moving their people over to the UK to staff the office. This included everything from advising on appropriate expatriate pay and benefit policies to helping Glassdoor move their employees’ belongings over, and find them accommodation and cars. We obtained a sponsorship license and visas, advised on expatriate tax and social security compliance and all required employment documentation as well as the roll out of the clients US parent company’s stock option programme.  As the subsidiary’s activities expanded, we also continued to provide corporate tax advice to ensure that the U.S. parent company continued to manage its activities through its subsidiary to help it maintain an appropriate corporate tax profile in the U.K.  Outcome Probably best summed up by a quote from the client’s General Counsel:  “By working with Abbiss Cadres, we gained access to a multi-disciplinary team who have proven they’re highly engaged and ready to lend a hand with sensible, practical, cost-effective advice. Together, we were able to develop and deliver a thoughtful people strategy that helped us to effectively establish our business in the UK.”",TRUE
55,9395,"Asseco Group is an established provider of technology operating in 60 countries with revenues in excess of $2bn. It provides systems and services to multiple sectors, with banking being a core market. Asseco identified the UK as a key target market for its banking systems and tasked Whitecap to: • Undertake a market analysis of potential target markets, to inform market entry strategy across consumer and business markets. • Validate / refine the positioning of the proposition for the UK. • Develop marketing and business development plans. • Identify potential strategic partners, JV opportunities, and acquisition targets. Whitecap carried the project by completing the following project stages: 1. Market scan - high level view of potential target markets 2. Market analysis – in depth review of selected target markets, covering different segments and sub-sectors. 3. Proposition & marketing - validation of the positioning of the proposition for the UK and developing a marketing strategy and plan. 4. Partner identification – Identification of strategic partners, JV opportunities, and acquisition targets.",TRUE
55,9395,"Mambu is a fast-growing multi-national FinTech that offers an agile core engine of a composable banking architecture which enables the use of best-for-purpose technologies to offer modern lending and banking services. Following a period of significant growth, the business is looking to grow its UK FS customer base and tasked Whitecap to identify, articulate and map ‘a day in the life’ of key personas and journeys within its target market. This enabled Mambu to map existing user journeys with modern Mambu enabled experiences. ” The Whitecap research highlights onboarding and origination as the biggest area of pain, but also the largest opportunity for improvement. It also highlights the overcomplexity and reliance on manual processing across the mortgage lifecycle. And the ongoing issues that lenders have with new products which prevents them from embracing innovation. “ Richard Morgans, General Manager UK & Ireland",TRUE
31,9406,"An Australian agri-tech company called Agriwebb, based in Sydney Australia purchased the goodwill of a compatible UK business. They engaged us after receiving a favourable referral. We formed a UK Company for them and set up an accounting system incorporating the purchased customer lists. As part of our service we do their bookkeeping, management accounts, compliance work and paying the staff in their local UK office. We also assist with a weekly phone call to their Finance Director in Australia covering business performance and advice on UK specific matters. They have traded successfully for the last 3 year and are very happy with the service we provide..",TRUE
31,9406,"We assisted Bergamotte, a Paris based florist on a project to create pop-up shops in cities across England. We helped them meet their UK statutory duties such as VAT, HR rules and helped with other advice regarding leases. They traded successfully until the pandemic when they paused operations.",TRUE
7,9409,https://www.menzies.co.uk/international-retail-expansion/,TRUE
7,9409,https://www.hlb.global/enhancing-ale-finance-team-performance-through-local-accounting-and-compliance-support-on-a-strict-schedule/,TRUE
109,9413,"When First AML wanted to expand into the UK, they engaged Newfound Global to validate the opportunity and evaluate product-market fit. Through thorough research and analysis, we provided reports confirming a favourable regulatory and competitive environment for First AML’s solutions. This built confidence for the First AML Exec. team and investors.  We then sought to deeply understand First AML’s target B2B customers. Our team primary research of qualified firms to uncover exactly what UK buyers wanted from First AML’s offerings. These customer insights were synthesized into an actionable market analysis report. Equipped with tangible insights from Newfound, First AML refined its UK strategy and offering. Within 3 months of entering the UK backed by our research, First AML had built a team of 18 in-country. In summary, Newfound provided the upfront validation and product-market fit assessment to derisk First AML’s UK move and set them up for rapid growth. Our diligent market research gave First AML the customer-driven strategy and confidence needed to successfully expand.",TRUE
109,9413,"When New Zealand-based CoGo sought to make a lasting impact in the UK, they called on Newfound Global to provide hands-on support executing their ambitious market entry strategy. As their trusted partner on the ground, our team introduced CoGo to the right talent (leveraging our executive search expertise, we spearheaded the recruitment effort for CoGo’s UK Managing Director), advisors and investors. We tapped into our extensive tech investor network to directly source and contribute over £400,000 in new capital under the UK’s Enterprise Investment Scheme. Thanks to Newfound, CoGo ticked every box on their UK go-to-market plan. From securing their London base to assembling a seasoned advisory board and raising substantial capital, CoGo gained the strategic foothold in the UK market they desired. Beyond the successful market entry, Newfound continues serving as CoGo’s trusted partner for ongoing introductions and assistance as their UK presence scales. The deep working relationship established during the market entry phase positioned us to provide lasting value in helping CoGo achieve their UK ambitions.",TRUE
100,9419,"Solina Group - We were approached by Solina Group, a continental European Ingredients business, to help them identify acquisition targets in the UK. Working with their team we established their acquisition criteria, undertook a review of the market opportunities, contacted the potential targets and engaged with them in conversations. We advised on valuation and tactics and oversaw negotiations and the overall acquisition process through to completion. As a result of working with Solina, we helped them acquire three businesses in the UK.",TRUE
100,9419,"Ornua – We were approached by Ornua, formerly the Irish Dairy Board. They wanted help in growing their ‘go to market capability’ in the European market place. We reviewed over a thousand opportunities across Europe and narrowed this down to a target list. We approached the target list on a structured basis and engaged in conversations with interested parties. Helping our client review the opportunities we focused on one specific target in the UK. We advised on valuation and tactics and oversaw negotiations and the overall acquisition process through to completion. As a result of working with Ornua, we helped them acquire one business in the UK.",TRUE
111,9425,"Zerorez UK LLC Ltd Zerorez is a carpet cleaning business and franchisor founded in the US in 2003. Headquartered in Utah, they have built up thousands of 5-star reviews across the States and attracted private equity investment which has led to their recent expansion into the UK, beginning with the setup of UK headquarters in Watford, ultimately looking to prove the model and begin UK expansion through franchising. We have been advising Zerorez since before their UK incorporation in 2021, helping them understand the UK compliance environment and advising on the optimal group structure to ensure profits are captured and retained in the correct jurisdiction. Besides statutory reporting, bookkeeping, VAT and corporate tax compliance, we have provided personal and corporate tax advice, enabling key individuals to appreciate the implications of UK expansion, and ensuring the group has in place the optimal structure and remuneration strategy to achieve its growth targets. Additionally, our audit team will shortly begin work on the group’s first UK statutory audit, following recent private equity investment in the US and an international group restructuring on which we provided UK tax advice. Zerorez is now fully established in the UK and has recently begun trading, expanding its UK headcount, bedding in the ‘Zerorez culture’, and working with us to define best practice franchisor/franchisee model, with a view to franchising. Currently, we have discussed how we will support Zerorez on this transition to a UK franchise model, providing access to funding and additional administrative support in the process.",FALSE
111,9425,"GoGlobal Geo UK Ltd GoGlobal offer Employer of Record, recruitment and HR support services in over 100 countries. In 2020 they looked to expand into the UK, with an aim to capitalise on the growth of global mobility, employing a team on the ground here to handle sales and marketing as well as run the operations.  Our involvement with GoGlobal has been two-fold: we support their UK business with all accounting and tax compliance matters, looking after their books and relevant statutory filings. In addition, we have acted as their outsourced provider of payroll services for their employer of record service line and provided personal tax advice for individuals moving to the UK from other jurisdictions. GoGlobal have expanded rapidly, moving from just a few people on their employer of record payroll to well over 100 in the space of their first year, and this growth has continued ever since. Ultimately, we continue to provide corporate and personal tax advice, and structuring and funding advice. In the short-term future, we also expect to be delivering a statutory audit.",FALSE
25,9430,"CLIENT 1 - DANISH COMPANY RECEIVED FUNDING TO INTERNATIONALISE THEIR BUSINESS. THEIR FIRST EXPANSION WAS THE UK AND WE SET UP THEIR UK SUBSIDIARY AND WERE APPOINTED TO THEIR BOARD AS THE COMPANY SECRETARY, REGISTERED THEM FOR ALL RELEVANT TAXES, DRAFTED EMPLOYMENT CONTRACTS, SET UP THEIR PENSION SCHEME AND RELATED INSURANCES. ONCE ESTABLISHED WE CONTINUE TO PROVIDE ONGOING SUPPORT WITH MONTHLY PAYROLL, BOOKKEEPING AND RELATED COMPLIANCE OF THEIR UK ENTITY. THEY CONTINUE TO THRIVE IN THE UK AND EMPLOY PEOPLE",TRUE
25,9430,"A SWEDISH FUND WAS LOOKING AT EXPANDING THEIR OFFERING TO THE UK. THEY REQUIRED SUPPORT IN ESTABLISHING THE ENTITY, PUT IN PLACE A SPONSOR LICENSE AND ENSURE FULL COMPLIANCE IN THE UK.WE WERE APPOINTED TO THEIR BOARD AS THE COMPANY SECRETARY, WE REGISTERED THEM FOR ALL RELEVANT TAXES, PUT IN PLACE A SPONSORSHIP LICENSE AND SUPPORTED THE IMMIGRATION LAWYERS WITH THE RELEVANT VISA APPLICATIONS. WE DRAFTED EMPLOYMENT CONTRACTS & HANDBOOKS, SET UP THEIR PENSION SCHEME AND RELATED INSURANCES. WE CONTINUE TO PROVIDE ONGOING SUPPORT WITH MONTHLY PAYROLL, BOOKKEEPING AND RELATED COMPLIANCE OF THEIR UK ENTITY. THEY CONTINUE TO THRIVE IN THE UK AND EMPLOY MORE PEOPLE",TRUE
51,9432,"Luker Chocolate is a Colombian family-owned chocolate manufacturer. For many years, the company has been pioneering in the development and production of high-quality chocolate for hot drinks, leading the growth of the cocoa industry in Colombia. The quality and entrepreneurial spirit helped the business expand to more than 40 countries around the world, leading Luker Chocolate to winning a lucrative contract with Aldi UK. This meant that Luker Chocolate needed to become established in the UK market to fulfil their UK contract with the supermarket. EBS was approached directly by the company Director, Sara Baena, through the recommendation of the British Embassy in Colombia. EBS established Luker’s legal entity Casa Luker UK Limited in October 2020 and has been providing legal compliance services, including the Registered Office address in Warwick and Company Secretarial services. EBS also assisted with VAT and EORI registration, which is necessary to import the chocolate from Colombia. Sara said: “It has been a pleasure working with EBS, thanks to their help we were able to promptly establish ourselves and start operating in the UK. EBS has proven to be an exemptional firm, who always gives us the best advice and quick response”. Since then, EBS has been assisting Casa Luker UK Limited with a complete administration, including accounting, VAT compliance, and payroll for their UK staff.",TRUE
51,9432,"UNI-FLY A/S was founded in Denmark in 1970 and have been operating helicopters for over 50 years. In 2014 UNI-FLY A/S was awarded their first UK contract for helicopter hoist support at Westermost Rough wind farm. In connection with the company’s first UK project, Uni-FLY A/S had to establish a UK company and through the British Embassy in Denmark they got in touch with EBS. UNIFLY UK Limited was stablished by EBS in 2014, and since then the company was awarded a new contract to perform wind farm support operations for Ørsted at Hornsea Project One in the North Sea — 120 kilometers offshore from Humberside. To secure this contract, the mother company in Denmark invested in state-of-the-art technology, two Leonardo AW169 helicopters. In 2021, the company set up an additional UK business to comply with the new regulations after Brexit. EBS assisted with the CAA Air Operator’s Application, and the new company has been significantly growing in the UK, employing 22 people locally. Uni-Fly Heliworx Limited has invested GBP 1.5 mln in maintenance facilities at Humberside to service the additional four helicopters, which the UK company acquired in 2023. With assistance of EBS’ trusted partner network, the company was able to secure the necessary funding for this UK expansion. EBS has been assisting UNIFLY Group with their day-to-day administration and successfully fulfilling the company’s business requirements.",TRUE
122,9441,"We advise Vlight Technology Pte. Ltd, a Singapore-based company (and part of the Nasdaq-listed Joyy Inc. group). Vlight intends to establish a business in the UK that will provide an integrated logistics solution to allow its customers to efficiently ship goods and take advantage of integrated add-on services. We engaged with Vlight’s project team, principally based in Singapore and China, through emails and video calls. We provided a range of advice relating to starting up in the UK and to ensure compliance with the UK regulatory regime. Our advice has included the following topics: • UK corporate law issues (such as the ability to trade from overseas as a “proof of concept” before establishing a permanent UK presence) • logistics regulation • as part of their desire to offer embedded finance solutions alongside their PaaS (platform as a service) offering, both payments services regulatory advice and insurance regulation advice • contract and technology advice (including in relation to their PaaS proposition) • data protection regulation and compliance Vlight came to us through a client referral. They chose to work with us because of our financial regulatory expertise and our significant experience in the logistics sector and, accordingly, our ability to provide this advice in a seamless and coherent way. The client is very happy with our support (““We are deeply impressed by your team's professionalism and interactions between [us]”), and will continue to use our firm as they develop their proposition and execute against their “go to market” strategy in the UK.",TRUE
122,9441,"We have supported an international telemedicine provider/healthcare technology company building digital experiences for patients [name confidential], since 2022 on the successful launch and expansion of their digital healthcare platforms in the UK, setting up a dedicated helpline for the business to answer a range of regulatory concerns around provision of healthcare services and pharmacy services to patients in the UK. Our work with them also includes providing advice in respect of a corporate re-organisation. We engaged with them principally through video/voice calls and emails.",TRUE
103,9444,"Supporting an Australian based entrepreneur who wished to move to the UK and establish a consultancy business. Advising on the most appropriate immigration routes available and timescales with each in view of tight timescales. Obtaining relevant information and evidence and applying for visa. Discussing and considering business plans, agreeing the most appropriate trading structure, incorporating a company in the UK and dealing with the necessary filings and registrations. Drafting terms and conditions of business suitable for the UK and drafting employment and consultancy contracts to be used in the new business.  In addition to supporting the entrepreneur we also assisted his family to move with him.",TRUE
103,9444,"An Italian based company wished to begin trading in the UK. We began by discussing and identifying the overall goal and needs of the business. We supported them by: (i) Advising on the various possible corporate structures that could be used to begin trading in the UK, taking into account their proposed growth plans; (ii) Advising and supporting them through negotiating a lease of premises; (iii) Applying for and obtaining a Sponsor Licence to enable workers to come to the UK to work in the new enterprise and supporting employees through the visa application process; (iv) Drafting contracts of employment for the employees to be engaged by the new enterprise and drafting an employee handbook and all relevant policies to be compliant with UK law; (v) Drafting and preparing terms and conditions of business to be used by the UK business. In addition, we made introductions to others who would be able to assist with payroll and accountancy services to support the business moving forward. Given the relatively small size of the organisation whilst continuing to support then we also introduced an external HR support for the business and provided training to the international managers responsible for the UK business on employment law and best practice in the UK.",TRUE
133,9460,"Our client’s goal: We acted for a software development company with offices in the USA and Mexico, in its expansion to UK. The client had identified Belfast as the ideal location to open its first UK office and due to our experience in a number of areas, we were well placed to assist. Engaging with overseas business: We acted on their behalf to negotiate and complete a new lease for premises. We provided employment law advice to our client that had no prior experience of working in this jurisdiction. We assisted our client with immigration issues and in obtaining visas to second members of staff from its overseas offices as well as new hires. We also provided advice to our client on issues such as data protection and intellectual property. Outcome: The client has moved into its premises and has expanded rapidly. Our client obtained a sponsor licence with the Home Office and has obtained visas for highly skilled migrants. The client has successfully established itself as an important player in the tech sector in Belfast.",TRUE
133,9460,"Our client's goal: We acted for a US oversees company who acquired an existing UK company based in Belfast. Their primary goal was to acquire new premises to accommodate growth in their workforce in the coming years.  Engaging with overseas business: We acted on their behalf to negotiate and complete a new lease for premises to accommodate circa 200 staff.  Outcome: We successfully completed the letting transaction which is one of the largest office deals in NI in 2023. The client has now taken occupation in the premises. Ancillary to that real estate piece, we have become their trusted advisers and act on their behalf in relation to data protection, employment, litigation and commercial contract matters.",TRUE
28,9464,"Kurt J Lesker LOCATE East Sussex assisted Kurt J Lesker, an American company who were looking to expand their European reach, in finding suitable premises in Hastings, East Sussex. As a global leader in the design and manufacturing of vacuum technology solutions for research and production applications, finding the right location was paramount that had access to a skilled workforce, had potential for further expansion as the operations grew, and had a supportive environment for both the relocation and future growth plans. We worked with both the UK and USA team to do introductions to local property agents and owners, and the local Borough Council to facilitate finding the correct property. Our initial engagement and search was successful in finding the new HQ at Churchfields Industrial Estate, and the additional 2 further sites as the company headcount has grown from 35 initially to currently 110, with planned requirement to increase to 140 within 12 months. Kurt J Lesker has become a key employer in Hastings, and we continue to support them as they continue to develop new technologies and customised products for their European client base.",TRUE
28,9464,"MyLife bathrooms The Irish bathroom manufacturer was looking for a distribution depot for the South East of England, and LOCATE East Sussex introduced them to a local developer who was in the process of developing a 3.4 hectare site within an East Sussex County Council Growth Corridor. We introduced them to the developer and assisted them with lease arrangements for a warehouse and distribution site. In addition to the site assistance, we also facilitated access to a £40,000 development grant in order for MyLife to fit out the unit to incorporate office space on a mezzanine floor. They now have 5 showrooms within the southeast region and continue to look for new stockist as they continue to expand their product range and distribution channels.",TRUE
